,comment,labels,scores
13,من این عطر رو برای هدیه دادن گرفتم بنابرین وکیومش رو باز نکردم پس نمی‌تونم در مورد رایحه و موندگاری و پخش بو نظر بدم هرچند تو مغازه‌ها این عطرو تست کردم بوی شیرین و خنکیه خوبی داشت اما چون از نظر اصالت با هم متفاوتن نمیتونم بگم اون رایحه مربوط به این عطر هم بشه چیزی که می‌خواستم بگم در مورد اورجینال بودن این عطر شک نکنین من با همین حدود قیمت تازه بدون تخفیف و این ادوتویلت رو توی مغازه‌ها دیدم مغازه دار‌ها هم عنوان میکردن اصله و ظاهرا کاملا شبیه‌بود اما عطر داخل شیشه زرد رنگ‌بود نه مثل این یاسی,happy,0.9526275992393494
14,در هنگام پیاده روی وقتی تو جیبتونه و یا تو دستتون نگهداشتین در بعضی مواقع قطع و وصل میشه که اگر خیلی حساس باشید شاید اذیت بشید کیفیت مکالمه و اسپیکرش خیلی خوبه فکر نمی‌کردم زیر پیراهن و روپوش بیمارستان اینقدر خوب صدا رو منتقل کنه دور گردن به خوبی قرار می‌گیره اما شاید بعضی مواقع جا به جا بشه حدود ده متر برد داره و بعد صدا قطع میشه گوشی هاش جالبه وقتی اهنربای گوشی‌ها به هم وصله میتونید با گوشی هم به تلفن‌ها پاسخ بدید,happy,0.9934316277503967
15,سلام خوبه جلوی گرد و خاک میگیرهه بو کمتری تو ماشین میپیچه نسبت به قبل نداشتن خیلی بهتر‌شده‌پیشنهاد میدم پشیمون نمیشین,happy,0.9852168560028076
16,ارزش خرید نداره هزینه بیشتر بکنید و گزینه‌های بهتر خریداری کنین,angry,0.9746257662773132
17,دوستان عزیز توجه کنند که این دانگل برای کامپیوتر‌های فاقد بلوتوث هست و سیستم‌های دارای بلوتوث به راحتی میتوانند دسته بازی را با سیم و همینطور بدون سیم با استفاده از نرم‌افزار‌هایی مثل به دستگاه خود متصل کنند,neutral,0.5074323415756226
18,من نمیدونم چرا میگید صداش زیاده به نظرم صداش کاملا طبیعیه و زیاد نیست پرینتش خوبه اما کپیش ضعیفه اسکنش هم خوبه,happy,0.9825853109359741
19,سال خریدم واقعا جون‌دار و با کیفیته نمای خوبی به میز تلویزیون داده کیفیت ساختش فوقولادست متشکرم,delighted,0.9966846108436584
20,اگر به دنبال یک کوچک و با کیفیت هستین پیشنهاد میکنم بخرید من خیلی وقت‌بود دنبال یک پلیر میگشتم و بعد از کلی تحقیق این پیلیر رو انتخاب کردم امکان ضبط صدا و پخش آن که نسبت به قیمت عالیه برای کلاس‌های آموزشی و تهیه گزارش با هزینه کم نسبت به قیمتش خوبه هم از لحاظ قیمت و هم کیفیت راضی هستم ممنون دیجی کالا من که راضیم,delighted,0.9791817665100098
21,سلام دوستان من این ابزار رو سال پیش از دیجی خریدم واقعا از خریدم راضیم کیفیت خوبی داره و به خاطر کوچک بودنش همیشه همراهمه و توی کیفم اوایل از کوچک بودنش ناراحت‌بودم و حالا بعد دو سال فهمیدم که این ح سنه چاقواش حدودا تیز هست و به اصطلاح کار رو راه میندازه به نظر من هرکس باید یه دونه از اینا همراهش داشته باشه این چاقو همه کاره یه جاهایی به کارتون میاد که خودتون هم فکرش رو نمی‌کنید یا علی,delighted,0.560025155544281
22,من سال این هارد رو خریدم و اولین نظر رو هم نوشتم برای این هارد بنظرم اگه از هاردتون خوب نگهداری کنید خراب نمیشه البته من خیلی زیاد استفاده نمیکنم و نزدیک ترا بایت اطلاعات روی هاردم نگهداری میکنم و گهگداری ازشون استفاده میکنم و بعد از این مدت هارد مثل روز اولش هست کسایی که زیادوهاردشون رو میدن اینور اونور بنظرم این مدلو تهیه نکنن و برن از انواع ضد ضربه بگیرن حالا کسی که همون روزای اول هاردش خراب میشه یا اتفاقی براش میوفته قطعا از شانس بدش هست دیگه این هارد اونقد الکی نیست که به این راحتی هام خراب بشه,happy,0.6167489886283875
23,زیباست قیمت عالی‌ای داره کیفیت عالی به همچنین آپدیت من یک دونه دیگه خریدم بسیار موس پد راضی کننده‌ای بود,delighted,0.9936152696609497
24,من دوساله خریدم عالی‌بود عالی مرسی دیجی کالا,delighted,0.9841046929359436
25,حدود سال دارمش ازش راضی‌ام گوشی خوب و خیلی خوشگل و خوش دست چهار پنج بار خورده زمین خیچیش نشد باطریش یک کم ضعیفه برا بازی اذیت می‌کنه ولی تا حالا ندیدم هنگ کنه,delighted,0.5948153138160706
26,کیفیت عالی صدا شکل ظاهری خیلی خوب بهترین گزینه در این رنج قیمت,delighted,0.991028368473053
27,درود تقریبا دو سال پیش از دیجی تهیه کردم بر خلاف نطر بعضی از دارندگان این محصول اصلا برای دیوار استفاده نکنید آجرو خوب سوراخ میکرد تقریبا بدون مشکل و سریع ولی یه بار اومدم سقفو سوراخ کنم خورد به قسمت تیرچه بلوک و متاسفانه سه نظامش خراب شد الان هم که لوازم یدکی بسیار گرون هست ولی به‌طور کلی دریل خوبی هست,angry,0.961583137512207
28,با سلام من از این دستگاه به این دلیل راضیم که خوب و مرتب میزنه و مدت زمان شارژ باتریش هم بالاست اگه توری یدک داشت خیلی بهتر‌بود چون یه مرتبه توریش در اثر برخورد پاره شد که مجبور شدم ببرم خدمات درستش کنند خدماتشون هم واقعا پیگیر و پاسخگو‌بودند تشکر,delighted,0.9253091812133789
29,این موس خیلی قشنگ و خوش دست و البته باکیفیت هست ولی بنظرم فقط بدرد گیمرها میخوره چون سرعت حرکت موس یا خیلی بالاست یا خیلی پایین حد متوسط نداره و برای انجام کارهای روزانه یه کم کار باهاش سخته نکته دیگه اینکه سیمش جنس خوبی داره و حالا حالاها خراب نمیشه ولی بخاطر همین متفاوت بودنش موس رو یه مقدار این طرف و اون طرف میکشه,happy,0.5864622592926025
30,واقعا عالیه و بهترین از نظر من پخش یکنواخت و بوی خاصی که داره جنس اصل و کره‌ای می‌باشد من تا الان چندتا خریدم با تشکر از دیجی کالا,delighted,0.9902724623680115
31,سلام راستش من این هارد رو خریدم و متاسفانه بعد در موردش توی سایت‌های خارجی سرچ کردم این هارد سرعت کپیش روی هست که فاجعه هست گارانتی هم تماس گرفتم گفتن طبیعیه خلاصه فروختمش و یه سیگیت از دیجیکالا خریدم و راضی هستم سرعت کپیش بالای صده زیاد اهل نظر گذاشتن نیستم ولی گفتم شاید برای بقیه سودمند باشه متشکرم,happy,0.9797663688659668
32,هم سرعت شارژ و هم محکم ماندن در جای فندک عالیه,delighted,0.9383646249771118
33,من سال پیش نظر دادم سال و الان باز میگم این دریل بی‌نظیره من فکر میکنم بهترین خریدی که میتونستم بکنم توی گذشت سال این دریل بوده و توصیه میکنم عزیزان اگه برای مصارف خونگی میخوان این دریل مناسب نیست چون قیمتش بالاست ولی باقی موارد عالیه و حرفی توش نیست سال پیش توی شگفت‌انگیز با الان اصلا قابل مقایسه نیست ممنونم از دیجی کالا که واقا عالیه,delighted,0.986004650592804
34,حتما پیشنهاد میدم خیلی عالی,delighted,0.9953213334083557
35,برای من اولین تجربه گجت پوشیدنی‌بود یک سالی میشه که از دیجی گرفتم و کاملا راضی‌بودم تا الان صفحه اش ممکنه خش بیفته پس از همون روز اول گلس بندازید در کل نسبت به قیمتش محصول با کیفیتی رو دریافت میکنید حتی الان که نسبت به چند ماه پیش حدودا دوبرابر‌شده‌قیمتش بازم ارزش خرید داره,happy,0.5201787948608398
36,نسبت به قیمتش خیلی بهتره ظاهر زیبایی هم داره,delighted,0.9825851917266846
37,هدست بدی نیست باتری خوبی داره قشنگ به مدت روز در مجموع ساعت باهاش هم فیلم دیدم و هم اهنگ گوش دادم ولی در فاصله حدود متر وقتی دراز میکشم یک سری قطعی جزئی هر چند دقیقه یک بار ایجاد میشه هرچند کوتاه هست ولی آزار‌دهنده می‌باشد من حدود یک ماهی میشه ازش استفاده میکنم و هر روز این مشکل بیشتر میشه امیدوارم گارانتی برام تعویض بکنه در کل توصیه نمی‌کنم بگیرید,happy,0.7146275043487549
38,اصلا تاثیری نداشت,furious,0.3749428987503052
39,کیفیت بدنه خیلی خوبی داره وقتی در جای نامناسبی قرار میگیره خود به خود خاموش میشه در کل در با کیفیت بودنش شکی نیست برای گرم کردن یه اتاق کافیه و تو مدت زمان کمی اتاق رو کاملا گرم میکنه من خیلی راضی‌بودم از این محصول,delighted,0.9896564483642578
40,این کتاب راهکارهایی پیش روی ما میگذارد که تاثیر آن شگفت آور است تکیه نویسنده بر اینست که با تغییر عادت‌های اشتباه کوچک و مجموع آن‌ها می‌توان تاثیرات مثبت فراوانی در زندگی پدید آورد تاکید فراوانی دارد که با قدم‌های کوچک برداشتن می‌توان به اهداف رسید و اشتباهات و تصمیمات اشتباه حتی کوچک در طولانی مدت مخرب بوده و ما را از اهدافمان دور می‌کند شاید مفید باشد که به بیوگرافی دارن هاردی که نویسنده خوبی است مراجعه کنید این هم مهم است که بدانیم نویسنده به حرف‌های خود ایمان داشته و به آن‌ها عمل می‌کند,happy,0.9674177765846252
41,من تو پیشنهاد ویژه خریدمش واقعا از دیجی ممنونم,delighted,0.9461960792541504
42,دز خریدش شک نکنید یک سال و نیمه که دارمش بی‌ایراد,happy,0.9710929989814758
43,یک سال و نیمه خریدم بسیار عالی و با کیفیت سرعت انتقال خوب جمع و جور هم هست,delighted,0.9975425004959106
44,خاهشا بیارین چون اعتماد به جایی دیگه ندارم واسه خرید این ادکلن بوش بهدی لا کلاس که گفتن نمیخاد در ضمن خاهشا وقتی نظر میدین یه زره اطلاعات داشته باشین این ادکلن مخصوص بهاره و متاسفانه شماها در فصلای دیگه استفاده کردین مقصر این ادکلن نیست شماهایین که نمیدونین کی و چه فصلی از ادکلن استهاده کنین,angry,0.3824148178100586
45,مثل خیلی از خط چشم‌های ماژیکی مدادی دیگه اینم خیلی زود خشک شد و از همون اول اصلا کاربردی نبود,angry,0.9768900871276855
46,موس‌های اسنس خیلیییی سبک هستند و پوشش دهیشون عالیه,delighted,0.9863052368164062
47,فقط تا زمانی که استفاده میکنی تاثیر داره و بعد از چند روز موهام مثل قبل می‌شد,angry,0.6686844229698181
48,سلام من حدود شش ماهه که این محصول رو خریدم اول اینکه گردو رو خوب خرد نمی‌کنه دوم اینکه بدنه اون خیلی داغ می‌شه حالا مال ما یه مشکل بزرگ دیگه داشت که امیدوارم برای کس دیگه‌ای پیش نیاد بدلیل شل شدن موتور تیغه کمی به پایین کشیده شد و موقع خرد کردن به ظرف ساییده شد و تیغه به ظرف چسبید حالا باید ببرم تعمیرگاه امیدوارم گارانتی شون حداقل خوب باشه که اونم چشمم آب نمی‌خوره,angry,0.9346777200698853
49,این کابل رو تازه گرفتم اول بگم چون صورتی فقط داشت گرفتم کیفیت سیم کابل خوبه گره نمیخوره من تقریبا مدل کابل گرفتم که این تنها مدلی‌بود که گوشی قبول کرد و ارور سرعت پایین شارژ رو نداد قیمتشم چون یدونه باهاش اشانتیون میده خوبه تقریبا نصف میشه گارنتی هم که داره دکور هست عمر مفیدش کمتر از یک ماه بود,happy,0.9964722394943237
50,من این مودم رو از دیجی کالا خریدم اوایل ازش راضی‌بودم نه تا وقتی که مودم ایرانسلو خریدم اگر قصد یه مودم با کیفیت رو دارید مودم ایرانسل بخرید که هم ارزون تر هم با کیفیت تر مودم انلاکش هم تو دیجی کالا هست که همون هست با این تفاوت که همه اپراتور هارو ساپورت می‌کنه این مودم در برابر قیمتش ارزش نداره,neutral,0.6364054083824158
51,جالب اینه که این عطر جزه عطر ماندگار دنیایست از جمله عطرهایی است که هر وقت میزنم همه تو مهمونی‌های شلوغ بوش رو میفهمن,delighted,0.8675602078437805
52,من حدودا یکسال و نیم هست که این دستگاهو خریدم و دائم دارم ازش استفاده میکنم از روز اول هم هیچ بویی نمیداد نمیدونم چرا دوستان گفتن چایی بو میگیره قوری با اینکه نازکه اما با کیفیته من برای اینکه تصفیه آب نداریم از سیم مخصوص جرمگیر کتری استفاده میکنم و مشکل رسوب داشتن آب حل شد درمورد قیمتش هم بگم سال تقریبا یک سوم قیمت حالا رو داشت الان اگر‌بودم از کتری معمولی استفاده میکردم با این قیمت چای ساز,happy,0.9914024472236633
53,بنده یکسال قبل خریداری کردم تو شگفت‌انگیز دو عدد خریدم واقعا از خریدم راضی هستم بسیار مکش قوی و عالی داره و با طراحی زیبا تو شگفت‌انگیز ارزش خرید خیلی بالایی رو داره حتما پیشنهاد میکنم بخرین,delighted,0.9973201155662537
54,دومین نظرمه و باید بگم علیرغم اتضباط زیاد ضمن استفاده در مدت زمان کمتر از یکسال از چند نقطه متلاشی شد نمیشه گفت شکست رسما متلاشی شد متاسفم واقعا متاسف برای اعتماد بیجایی که به تولید‌کننده داخلی کردم,delighted,0.9321438074111938
55,سال گذشته که خریدم و بسیار راضیم اما قیمت‌ها خیلی بالا رفته اما بازم میارزه,happy,0.9583966135978699
56,نمیدونم چرا اینهمه نظر منفی راجب این تونر وجود داره بهترین تونریه که تاحالا استفاده کردم هم پوستم شفاف شد و هم منافذ پوست رو کوچک میکنه,happy,0.5207544565200806
57,پارس خزر همه اجناسش با کیفیت و گارانتی هست اگه ی کم خلاقیت و تنوع محصولاتش بره بالا عالی میشه همین الانشم از محصولات بی‌کیفیت چینی و حتی ترک خیلی بهتره گارانتی و پشتیانی خدمات پس از فروشم خوبه من این محصول رو استفاده کردم عالی بود,delighted,0.9549568295478821
58,همچیش خوبه ولی بعد از چند ماه سمت راستش صداش ضعیف شد و همچنین در محیط پر سر و صدا به درد نمیخوره,angry,0.9756032824516296
59,گردو خاک از شیارهای بدنه راحت میاد توی دریل و دریل رو میسوزونه کلیدش هم چپ گرد و راست گردش راحت میشکنه,happy,0.997542142868042
60,خیلیییی عالیه کیفیت فوق العاده فقط برد خیای کمی داره دو متر دور میشی قطع وصل میشه در کل چیز خوبیه,happy,0.9466040134429932
61,من یک سال و نیمه ازبیرون برای پسرم گرفتم و کاملا راضیم,delighted,0.9757853150367737
62,از هر نظر عالی و بدون نقص نزدیک به دوساله دارمش و هیچکدام از ایرادهایی که گفتن مشاهده نشده,delighted,0.8595017194747925
63,من با اینکه تو شگفت‌انگیز خریدم اصلن راضی نیستم بوش مستقیم تا مخچه‌ام نفوذ میکنه و سردرد آوره از اطرافیان هم هیچکس خوشش نیومد خدا رو شکر پخش بوی زیادی نداره اما موندگاریش خیلی زیاده من گول قیمتشو خوردم اصلن از خریدم راضی نیستم یه عطر خیلی خیلی خنک دارم میخوام اینو باهاش قاطی کنم ببینم بهتر میشه,furious,0.6462574601173401
64,من اینو دو سال پیش خریدم و خیلی از خریدم پشیمون‌بودم از فیلیپس یه انتظار دیگه داشتم و همون موقع اومدم اینجا و نظرمو گذاشتم ولی امسال اومدم ازش برای صورت استفاده کردم به نظرم خیلی عالیه از‌بند اندازهای برقی خیلی بهتر کار میکنه,delighted,0.9651188850402832
65,کیفیت صداش برای من که تا حالا از هندزفری خود گوشی استفاده میکردم یه چیز جدید و جذاب‌بود تقریبا کیفیتی دو برابر هندزفری خود گوشی نویز‌ها در مدل بالا تر کاملا رفع‌شده‌ولی بازم این مورد چیزی از خوبی‌های این مدل نسبت به قیمت پایینترش کم نمیکنه,happy,0.8204218149185181
66,اواخر سال هاردمو از همین دیجی کالا خریدم با گارانتی به اصطلاح معتبر لایف سرویس هاردم دچار مشکل شد و به نمایندگیشون مراجعه کردم و با برخورد سردشون فهمیدم که باید قید گارانتی رو بزنم در نهایت هم هارد رو قبول نکردن و حتی تعمیرش رو با گرفتن پولش به عهده نگرفتن واقعا انتظار نداشتم چنین گارانتی بی‌ارزشی توسط دیجی کالا معرفی شود در هر صورت این تجربه من‌بود و پیشنهاد میکنم موقع خرید هر کالایی سعی کنید که گارانتی پارس لایف نباشد و یا اگر‌بود قید گارانتی را بزنید,furious,0.3774591088294983
67,خیلی به کارم میاد دوسش دارم,happy,0.8062202334403992
68,اگه راست میگی بندش وارد کن ساعت بی‌بند بدرد نمیخور یک بار مصرفه‌بند این ساعت زیاد دوام نداره پاره میشه,angry,0.6686192154884338
69,حدودا ساعت میذارم شارژ میشه بار هم گوشیمو شارژ می‌کنم باهاش کوچولوه و جا نمیگیره راضیم ازش,happy,0.9972723126411438
70,من اینو شیش ماه پیش خریدم سیم اصلی ش یک هفته بعدش خراب شد از یه خروجی دیگ استفاده میکردم ک اونم بعد چند ماه خراب شد انداختم دور,angry,0.9591124057769775
71,بندش پیدا نمیشه فقط همین,happy,0.5872679352760315
72,دستگاه خوبیه کار راه اندازه برای کارهای مربوط به ماشینم گرفتم ازش راضیم خراب‌نشده‌بعد یکسال استفاده,happy,0.9957808256149292
73,از خریش پشیمون نمیشید,delighted,0.8198193311691284
74,محصول ضعیفیه و فقط قیمتش مناسبه و از این محصول راضی نیستم,angry,0.9872455596923828
75,این سری عالیه و لازمه که چند وقت یکبار عوض شه ولی قیمت الانش دقیقا به اندازه پولی هست که من پارسال به مسواک اورال بی‌مدل وایتال دو بعدی دادم واقعا نمیشه با این قیمت عوضش کرد,happy,0.9684928059577942
76,عالیه سومین تیوپ رو خریدم جوش اصلا نمیاره رنگش تابلو نیست و جذبش خوبه قبلا هم گفتم عالیه مخصوصا که قیمتش کمه و من برا پشت دستهامم استفاده میکنم,happy,0.5154523849487305
77,من روز اولی که گرفتم خیلی راضی‌بودم واقعا وسیله خوبیه ولی ب مرور که استفاده کردم تیغه کند شد و الان پرزهارو برنمیداره با گارانتی که تماس گرفتم گفتن تیغه نداره برای تعویض و شما باید ی بار دیگه وسیله رو خریداری کنین برای استفاده,angry,0.9460245966911316
78,یک هدفون معمولی و با ارزش نسبت به قیمتش کیفیت و بیس خوبی داره اما من به شخصه هدفون‌های با سری گرد رو ترجیح میدم چون هم صدای اطراف رو خنثی میکنه و هم صدای خود موزیک رو به بیرون پخش نمیکنه و لذت‌بخش تره سری خاصی که روی این محصول هست ب نظر کارامد میاد ولی من باهاش مشکل داشتم و نتونستم تحملش کنم و باعث فشار زیادی و دردناک بودن میشد,happy,0.978453516960144
79,سلام بوی خیلی خنکی داره و من شخصا از بوش خیلی خوشم اومد اما موندگاریش خیلی کمه,happy,0.638974130153656
80,دو ساله استفاده میکنم واقعا هیچ کجا برام کم نداشته و همچنان با قدرته و جلوی اکثر گوشیا سر تره و واقعت از خریدم خوشحالم,delighted,0.958111584186554
81,آنکر بدون شک یکی از بهترین برندهای تولید‌کننده پاور بانک هستش ولی با توجه به قیمت این پاور و با توجه به قیمت جهانی و دلار باید خیلی بالاتر از این باشه احتمالا اصلی نباشه و کیفیت متوسط داشته باشه,angry,0.8580245971679688
82,دوستان عزیز از این پاور نقد زیادی کردن و واقعا نسبت به قیمتی که پرداخت کرده‌ام راضی‌ام و شارژدهی بالایی که داره واقعا عالی هست هرنوبت شارژر شدن بار موبایل رو از به میرسونه و خیلی عالی هست ولی با این قیمت فعلی به نظرم نمی‌ارزه,delighted,0.502042293548584
83,خیلی کرم خوب و با کیفیت من همیشه همین کرم را می‌خرم و از کیفیتش راضیم,delighted,0.811476469039917
84,بعد از چند ماه ولتاژ خروجیش کم میشه,angry,0.9937246441841125
85,یک سال ونیم پیش ازدی جی کالا گرفتم تاالان نه یکبار هنگ کرده نه ریست‌شده‌من باهاش بازی نمیکنم نت گردی و فیلم دیدن و خوندن رو انجام میدم اما توی روز خیلی استفاده میکنم بااین حال با طری رو عالی نگه میداره,happy,0.993727445602417
86,شارژدهی خوبی داره و با تخفیف واقعا می‌صرفه نسبت به چینی‌های فیک همچیش اوکی هست فقط نشانگر باطریش رو خوب در نیاوردن نور خونه‌ها تو همدیگست رنگ مشکیش هم پلاستیک بدنش به لحاظ کیفیت مواد ی خورده تو ذوق میزنه ولی سفیدش خوبه آپدیت مدتهاست ازش استفاده میکنم مرگ نداره و واقعا با دوام و کیفیت بوده,delighted,0.9604228734970093
87,کیفیت خوبی داره و از اون چیزی که فکر میکردم لگ و تاخیرش کمتره و اصلا ازاردهنده نیست در حد ثانیه تاخیر با و روی حالت تست کردیم که بسیار راضی کننده‌بود فقط توجه کنید کامپیوترتون قابلیت رو ساپورت کنه وگرنه نمیتونید صفحه رو بندازید رو قابلیت که من به این توجه نکردم و الان این قابلیتش کار نمیکنه کیفیت و محیط نرم‌افزار روی گوشی خیلی خوب نیست ولی کارو راه میندازه من پیشنهاد میکنم,happy,0.9858270287513733
88,سلام خدمت همه دوستان کیفیت دستگاه متوسط رو به پایینه ایراد این دستگاه اینه که تو ورودی هوا به سمت مخزن از شیر یکطرفه استفاده‌نشده‌و وقتی که موتور تو سرویس میاد فشار هوا پشت سیلندره و موتور به جریان زیادی برای راه‌اندازی نیاز داره که باعث آسیب جدی به موتور میشه اگه این سیستم اصلاح بشه به خاطر جمع و جور بودنش ارزش خرید رو داره,angry,0.9799951910972595
89,خیلی خشک کنه خوبیه فکر کنم یک ساله دارم دو تا از دایی هام و یکی از خاله هام دارن و واسه یه دایی دیگم هم میخوام بگیرم,happy,0.9612022638320923
90,من دو سال میشه خریدم راضی ام,happy,0.9727702140808105
91,سلام من دقیقا یک سال و نیمه که این گوشیو دارم تا حالا هنگی چیزی ازش ندیدم خیلی راضیم ازش ولی اگه یه موقع گوشیتون هنگ کرد دکمه هوم خاموش روشن و دکمه ولوم پایین رو باهم بگیرین درست میشه اینو فروشنده بهم گفت ممنون از دیجی کالا,happy,0.8601815104484558
92,بیش از سال پیش از دیجی خریدم با وجود ناراضی بودن دوستان که پاور بانک با برندهای دیگری خریده‌بودند اما برند شیاومی واقعا خوب از کار درآمد با وجود گذشت دو سال نوت رو بار در شارژ میکنه و قابلیت شارژ سریع رو داره بدنش هم شیکه و هم در دست لیز نمیخوره و وزن سبک و ابعاد کوچکی داره واقعا همه جور ازش رایم فقط زمان شارژ کامل زمانبره,delighted,0.5423182249069214
93,من این گوشی رو از بیرون گرفتم یک ماه دارم همه جور امتحانش کردم درکل خوبه با اثر انگشت اگه رم داشت بهتر بود,happy,0.9960885047912598
94,اصلا چیزی که انتظارشو دارید نیس یه دستگاه کوچیک سفری صورت رو هم زخم میکنه,angry,0.9817200303077698
95,من همزمان از استف ده میکنم که عالیست میخواستم هدفون و یا در واقع هدستی داشته باشم که سیم هاش حالت جمع شونده و قرقره‌دار باشه بهمین دلیل از خرید منصرف شدم و بالاترین رده پلاتانیوم الجی خریم کیفیت ساخت خوبی داره من رنگ نقره‌ای خریدم که زیبایی بیشتری داره صدای بیس نرم و صدای محیط آزار‌دهنده نیست بهترین قیمت هم مثل همیشه مربوط به دیجی کالااست فقط یک نکته این هذفون بسیار شبیه پلاتین ساخته‌شده‌و زیبایی واقعا جشم کیری دارد,delighted,0.9808734059333801
96,رنگش با شستن دست کنده میشه چون یه لایه پلاستیک نازکه ایکاش دیجیکاللا در توضیحات مینوشت با دست شسته نشه در ضمن شیشش هم سریع لک میشه و کدره خیلی,angry,0.8971024751663208
97,چرم بسیار طبیعی و باکیفیت هست حتی گاهی کمی بو میده که البته خیلی ملایمه و کم از چرم طبیعی باید مراقبت کرد جای مرطوب و گردو خاکی تحت فشار زیاد یا کشیدگی زیاد نباید باشه لطفا مراقب محصولات چرمی باشید,angry,0.6489426493644714
98,در کل میگم اگه به دسته‌ها فشار بیارید مثلا بخواید پیچ کامل سفت کنید دیگه فایده ندارن و امکان شکستن دسته وجود دارد کیفیت جعبه نگهدارنده بسار پایین است فقط سری‌ها که جنس خوبی دارند در صورتی که برای کارهای معمولی استفاده شود,angry,0.9857770800590515
99,فکر نمیکردم جنس ایرانی با این کیفیت خوب بگیرم خوشحالم که این اتو رو انتخاب کردم و کلی از نظر جیبی جلو افتادم به اندازه یه اتو خوب کارایی و قدرت داره من واقعا راضی‌ام فقط رنگ سیاهش و میخواستم که موقع خرید موجود نبود تو خریدش شک نکنید,delighted,0.5102062225341797
